all_codes,country_code_2,country_code_1,log_normalized_n_events_all,log_normalized_mean_imports_dollars,centroid_dist_meters,wals_euclidean_dist,asjp_dist
EEPT,EE,PT,-15.614802337979942,-24.15242915296858,3227231.377741917,NA,0.8809842203797806
EERO,EE,RO,-14.38308448584569,-24.830273798484576,1448697.576514287,NA,0.8853525898190246
EERU,EE,RU,-13.22248151191687,-22.6512441192192,3960674.984445511,NA,0.8978336453597218
EESA,EE,SA,-16.490270606655073,-27.711904800606952,4065844.467800423,NA,NA
EESE,EE,SE,-13.821586245357329,-20.038680295799097,688045.4588023575,NA,0.8773290541142907
EESI,EE,SI,-13.202046635868353,-22.366765711025632,1592405.471578633,NA,0.8887403048943567
EESK,EE,SK,-13.321280850920248,-22.079927671235936,1225612.7795442338,NA,0.8734955870553625
EETH,EE,TH,-16.443677733087593,-26.4224467532636,7676878.865959458,NA,0.9135241151823126
EETR,EE,TR,-16.81970305518821,-23.985784736778623,2308411.0267157643,NA,0.8849959882321475
EEUA,EE,UA,-13.52662319113095,-21.60271327664655,1179245.1468470478,NA,0.8894535080681109
EEUS,EE,US,-14.329339803127372,-25.08326392651199,7910750.403412222,NA,0.9048765267005437
EEVN,EE,VN,-17.682685297224424,-25.16379866456833,8015568.4569638185,NA,0.8845502362485513
EGES,EG,ES,-13.45469827695036,-22.572154751872052,3444555.254988043,166.39748513958506,NA
EGFR,EG,FR,-12.410311806771828,-22.442568434187734,3248600.501056876,NA,NA
EGGB,EG,GB,-12.526006200106329,-22.564143783799096,4088686.203887909,156.59282004870923,NA
EGGR,EG,GR,-12.912025633672727,-22.490487867517334,1528851.2683619887,NA,NA
EGHR,EG,HR,-14.173209100923659,-23.71517691228611,2398127.1011758703,NA,NA
EGHU,EG,HU,-14.034950418569341,-24.21907620557842,2392616.161218015,170.62496313754698,NA
EGID,EG,ID,-15.214898441216167,-23.938707639933398,10271189.4244974,140.69020878687894,NA
EGIE,EG,IE,-15.407745566365055,-23.702265967460352,4259989.321075451,156.59282004870923,NA
EGIL,EG,IL,-13.067313914633516,-23.92569941960012,680836.7199842077,104.11151944570605,NA
EGIN,EG,IN,-16.103417108089577,-23.306575534025225,4833887.457989811,124.34005973780548,NA
EGIQ,EG,IQ,-12.889261613896744,-23.51530044768527,1504038.5287296472,0,0
EGIT,EG,IT,-12.987785031599923,-21.67965829495682,2348897.654824346,107.32403587910284,NA
EGJO,EG,JO,-12.948061334697096,-22.729917161401097,734296.3294011574,0,0
EGJP,EG,JP,-14.070046262751081,-23.362664414572645,9737404.38400363,153.20765594659073,NA
EGKR,EG,KR,-13.749447733716666,-22.648985037816736,8862211.031141898,141.63370671766592,NA
EGKW,EG,KW,-12.836336231102838,-21.7863516100391,1760872.5390049282,0,0
EGKZ,EG,KZ,-17.38639931111088,-24.617599331288677,4027257.489843553,33.53410112144537,NA
EGLT,EG,LT,-16.53868830305762,-24.710945343308257,3263993.2453474514,68.25872295032516,NA
EGLV,EG,LV,-15.835667541130181,-24.81943410945315,3363065.969438663,106.99838413284071,NA
EGMA,EG,MA,-14.557530781032545,-23.585120009294183,3421369.842129319,0,0
EGMX,EG,MX,-13.82135091004877,-25.551334236342036,12445853.57665469,166.39748513958506,NA
EGMY,EG,MY,-15.955587175187418,-23.151002157362967,9148683.937114974,NA,NA
EGNL,EG,NL,-15.988701402823162,-22.53978367167016,3481041.990695892,NA,NA
EGNO,EG,NO,-15.716498961575123,-24.455311566615066,4168484.3239696645,59.34987452786549,NA
EGNZ,EG,NZ,-15.089215226808383,-24.238389458989865,16373302.774637235,156.59282004870923,NA
EGOM,EG,OM,-15.002638698474817,-24.019607226497996,2819728.6750340015,0,0
EGPH,EG,PH,-18.366677317313837,-26.162946958314087,9560237.257044198,156.59282004870923,NA
EGPK,EG,PK,-15.626840542307114,-24.44605605944677,3907849.980983165,39.749870088990654,NA
EGPL,EG,PL,-15.364251135290244,-24.139114847534188,2906216.03116119,63.2763644027041,NA
EGPT,EG,PT,-17.72063688589045,-23.980155453506722,3767593.01566197,70.66751913990753,NA
EGQA,EG,QA,-12.911225735950115,-23.686953345420655,2125646.6089788056,0,0
EGRO,EG,RO,-16.214802545810993,-22.678354018728495,2160737.572368767,30.524406736729144,NA
EGRS,EG,RS,-17.683207415658984,NA,2057598.5219960927,NA,NA
EGRU,EG,RU,-12.034247965181974,-23.041220828184027,6338368.90413993,152.13440792344912,NA
EGSA,EG,SA,-11.881565830411782,-22.130730511976797,1516274.9445171366,0,0
EGSE,EG,SE,-15.76436546898976,-23.018533960554045,4051976.3232677807,83.39008607952832,NA
EGSG,EG,SG,-13.462686059341245,-23.167849845207574,8345520.8478450095,156.59282004870923,NA
EGSI,EG,SI,-17.62739061253949,-23.457049487813542,2510078.1712115468,24.15097796013877,NA
EGTR,EG,TR,-14.168204414149969,-22.577129856851336,1417873.7306115688,118.9777237575461,NA
EGUA,EG,UA,-16.14028507314258,-21.10282766283465,2455084.6170153236,41.94417252588858,NA
EGUS,EG,US,-12.972752036035992,-23.26409849073167,10888442.461067807,156.59282004870923,NA
EGVN,EG,VN,-15.386515237837688,-25.353494619215226,8030100.656084491,136.84586225593128,NA
EGZA,EG,ZA,-14.678139993947076,-24.806514903677417,6359495.537414542,156.59282004870923,NA
ESFR,ES,FR,-13.387345715221485,-19.728734224816048,826946.3639384499,NA,0.7491307836319872
ESGB,ES,GB,-14.346444965364366,-20.539577994829077,1558472.87110583,143.3610265111319,0.8321298029776233
ESGR,ES,GR,-13.173222437347176,-22.293866012853773,2228173.758189574,NA,0.839083533921726
ESHR,ES,HR,-16.16899745072185,-22.542181480526473,1693483.8894488746,NA,0.8178657395025407
ESHU,ES,HU,-16.490411941256948,-22.002061212142408,2078320.3692162712,181.00843385821494,0.9013105108317732
ESID,ES,ID,-18.146703687268275,-22.553573896284703,13232076.348186564,206.9324774269126,0.8756351965766247
ESIE,ES,IE,-15.707085931110555,-21.28630307990038,1478657.8138524576,143.3610265111319,0.8321298029776233
ESIL,ES,IL,-13.78390330459583,-21.94220476465581,3595818.620710526,165.19721308030353,NA
ESIN,ES,IN,-17.224308222922936,-23.10616753349555,7857168.223937321,152.6597149451405,0.8285637871088526
ESIQ,ES,IQ,-14.133404636905567,-22.202003303546455,4312696.043184352,166.39748513958506,NA
ESIT,ES,IT,-14.624182025581085,-20.236905996212407,1437582.9541546118,145.24048083861365,0.5058393509851119
ESJO,ES,JO,-14.349052527936141,-24.18844534740905,3727114.372544798,166.39748513958506,NA
ESJP,ES,JP,-17.594378060112646,-22.361417834522133,10725256.783566728,174.24530966307245,0.8730498350717661
ESKH,ES,KH,-16.180364254030074,-24.657627175996048,10647455.90610431,161.9479815256586,0.8775073549077294
ESKR,ES,KR,-16.195687460196606,-22.12416875451223,10137045.252618188,165.30953271805566,0.910314700900419
ESKW,ES,KW,-14.568000519525796,-22.925783406885223,4805979.141685787,166.39748513958506,NA
ESKZ,ES,KZ,-16.063839415000498,-21.945959748229924,5621608.11826249,160.01571900764947,0.9077293393955602
ESLT,ES,LT,-16.649323075421428,-22.727787322393286,2709445.3887361735,159.98652967384533,0.842471248997058
ESLV,ES,LV,-15.332291547592579,-23.405770956191436,2817706.217666995,179.95096285250608,NA
ESMA,ES,MA,-13.395449522288043,-21.169571988006705,895078.9871294014,166.39748513958506,NA
ESMK,ES,MK,-16.346070492771045,-23.796001842079768,2188217.3284003977,159.75778112156726,0.8312382990104306
ESMX,ES,MX,-15.859577733894376,-21.992109287724737,9038925.084841458,0,0
ESMY,ES,MY,-17.487497915575013,-22.5621366660187,12052216.929609317,NA,NA
ESNL,ES,NL,-15.283293319701423,-20.45861368629423,1577746.6817370588,NA,0.8307925470268342
ESNO,ES,NO,-15.595231614665051,-21.897058545071566,2624934.255804003,164.44050145199418,0.81189266292235
ESNZ,ES,NZ,-17.084785290375326,-23.89174120311523,19758598.235449307,143.3610265111319,0.8321298029776233
ESOM,ES,OM,-16.657179620087756,-23.38078270563752,6095306.60632442,166.39748513958506,NA
ESPE,ES,PE,-15.346556095274666,-22.990456452756842,9241855.534231026,0,0
ESPH,ES,PH,-16.181368930050358,-23.718175038211136,11922939.203814765,143.3610265111319,0.8321298029776233
ESPK,ES,PK,-17.939543287037303,-23.392134054308134,6647783.879464712,160.2820044053088,0.8003922617455648
ESPL,ES,PL,-15.282328161282491,-21.558477495438922,2269241.4873407055,157.4384967574179,0.8116252117321923
ESPT,ES,PT,-15.253506538131568,-19.94497930914891,346812.09243021667,148.58768454288068,0.6058660961041276
ESQA,ES,QA,-17.0411822584706,-22.038821761828114,5328695.565963371,166.39748513958506,NA
ESRO,ES,RO,-14.232682009119255,-22.788835611098197,2438480.3293767553,160.77267938529846,0.6571275742177052
ESRS,ES,RS,-17.135550811216714,NA,2106890.9941532165,NA,0.8178657395025407
ESRU,ES,RU,-15.022478383260234,-22.201875414465036,6941204.283935337,114.37460238137807,0.8611928323081037
ESSA,ES,SA,-15.84232172755591,-21.469113882927896,4826041.524036378,166.39748513958506,NA
ESSE,ES,SE,-16.083292831193575,-21.63889478096031,2763567.1710426314,154.97591079724694,0.8430953017740929
ESSG,ES,SG,-14.505330096950052,-22.216449009400453,11425533.244389735,143.3610265111319,0.8321298029776233
ESTH,ES,TH,-17.87700938163346,-23.143337879858468,10099392.063011203,194.20987149930346,0.8541499509672819
ESTR,ES,TR,-15.619578121675303,-21.987637081925598,3315826.088857699,161.22674296390534,0.8764375501470981
ESTW,ES,TW,-16.47662651161769,-22.1919813769194,10914333.142554251,190.07812831305262,0.8645805473834359
ESUA,ES,UA,-14.514894823495197,-21.519357181928314,2995785.2151605412,159.31651701347855,0.8104662565748417
ESUS,ES,US,-13.981498696975095,-22.434151632722454,7637547.805841648,143.3610265111319,0.8321298029776233
ESVN,ES,VN,-16.135759922171317,-22.93510832150905,10623407.946556192,182.38598249308777,0.882767228314166
ESZA,ES,ZA,-16.646974303738187,-22.097257360730207,8386435.140385809,143.3610265111319,0.8321298029776233
FIFR,FI,FR,-15.384552607293452,-21.52286858455653,2490483.44249747,NA,0.8529018454132121
FIGB,FI,GB,-14.922279979333291,-20.931803027472856,2019577.9594534594,139.79488230792103,0.5828652937505572
FIGR,FI,GR,-13.608029026883482,-21.981144943196874,2795485.46187976,NA,0.896585539805652
FIHR,FI,HR,-14.725960867728109,-22.272586217205816,2196479.7961842967,NA,0.8011054649193189
FIHU,FI,HU,-15.855071263657686,-21.71381608339544,1927838.5168515833,178.064953208351,0.835071766069359
FIID,FI,ID,-16.548619047496135,-23.668994048837206,10714058.58873479,152.25017324668661,0.8963180886154943
FIIL,FI,IL,-15.726994584283025,-21.95214717534044,3669199.4290663647,112.7854836350208,NA
FIIN,FI,IN,-19.565836632295444,-24.03681794799961,6176389.760118958,131.48392326615829,0.8415797450298654
FIIQ,FI,IQ,-14.521270504975037,-23.94046980165114,3667651.878241821,83.39008607952832,NA
FIIT,FI,IT,-15.945705246615807,-21.588037346217522,2501294.873424481,106.32250569192587,0.8479094231969332
FIKH,FI,KH,-14.566250852312898,-25.650409215793314,8184173.243107237,104.39343416484624,0.8677899616653294
FIKR,FI,KR,-15.735958529640179,-22.353969686184882,6889972.137635224,149.95977598708507,0.8942676294909513
FIKW,FI,KW,-14.828983171461003,-23.50854773330857,4136500.758344555,83.39008607952832,NA
FIKZ,FI,KZ,-15.879586484235888,-21.22551578375191,3076333.4601774653,80.68870199684422,0.912989212801997
FILT,FI,LT,-12.177930937573274,-20.98410817481617,897373.5723470437,86.13540765697375,0.8404207898725149
FILV,FI,LV,-12.08788242877253,-20.64119534219798,781137.2384573725,129.7221974514547,NA
FIMA,FI,MA,-16.780773855944613,-22.76692454357617,4157737.9353112374,83.39008607952832,NA
FIMY,FI,MY,-16.7056258940983,-22.45947649893681,9597866.175686074,NA,NA
FINO,FI,NO,-14.392555570667726,-20.191100638750616,836189.3845796838,72.45161535360381,0.5237585807256843
FIPL,FI,PL,-15.298003590426594,-21.4643773892328,1380455.3503525374,81.22276636587573,0.8180440402959793
FIRO,FI,RO,-15.324880295935117,-23.45405387897372,2004707.8920643067,82.39039127929334,0.8536150485869662
FIRU,FI,RU,-13.224802968390765,-20.86128228451536,3672095.015229198,156.2390326056403,0.8453240616920744
FISE,FI,SE,-13.28386311847521,-18.979252742276522,597884.6799709314,0,0
FITH,FI,TH,-16.166250606622818,-23.150070839783687,7742615.015973694,145.45063256517048,0.898546848533476
FITR,FI,TR,-15.771974238748806,-22.810971129668392,2837931.5020218166,122.5518288963709,0.9013996612284925
FIUA,FI,UA,-14.681137231024605,-21.43061230863798,1708186.4427649418,82.3873428022765,0.8204511010073995
FIUS,FI,US,-16.309162149171307,-23.12072182177686,7500843.575818088,139.79488230792103,0.5828652937505572
FIVN,FI,VN,-17.03264243303564,-24.10852702711279,8007988.160377394,147.48792929961647,0.8775965053044485
FRGB,FR,GB,-11.592906846614873,-19.858385655355857,987793.973225679,NA,0.8161718819648747
FRGR,FR,GR,-11.513305845397792,-22.07977332085335,1810324.7114819223,NA,0.8501381831149148
FRHK,FR,HK,-17.01683148669485,NA,NA,NA,0.8161718819648747
FRHR,FR,HR,-14.677255131673965,-22.142978162312502,1054581.0995603523,NA,0.80770259427654445
FRHU,FR,HU,-14.514578426608091,-21.559808163049755,1380713.4910495637,NA,0.8790229116519568
FRID,FR,ID,-14.937800433999513,-22.463323408729593,12557256.216725767,NA,0.8880271017206026
FRIE,FR,IE,-15.311864749085242,-20.938383264784644,1061032.8215683142,NA,0.8161718819648747
FRIL,FR,IL,-12.427248777794295,-21.8084202390509,3236460.4048305736,NA,NA
FRIN,FR,IN,-14.306246775026839,-22.411506595269987,7289438.950639668,NA,0.8141214228403316
FRIQ,FR,IQ,-11.999374125303003,-22.0602552384397,3833729.8790586796,NA,NA
FRIT,FR,IT,-13.206898347407403,-19.545550223515445,929744.3138435816,NA,0.6975127039315324
FRJO,FR,JO,-13.651269960079887,-23.832965898243017,3363706.705542788,NA,NA
FRJP,FR,JP,-13.350550939527448,-21.48017104486351,9900399.487805126,NA,0.9170009806543639
FRKH,FR,KH,-14.274182460601608,-24.687682592827908,9957796.410478685,NA,0.8982793973433182
FRKR,FR,KR,-13.23352410016116,-21.633509807572857,9310937.660944147,NA,0.8908799144156192
FRKW,FR,KW,-13.777899548542498,-22.10824992118236,4352010.759281265,NA,NA
FRKZ,FR,KZ,-14.020648194579282,-21.009719998081465,4858522.391545911,NA,0.9071944370152447
FRLT,FR,LT,-13.373816464795896,-22.4523447040946,1887676.1934727966,NA,0.8416688954265846
FRLV,FR,LV,-13.932061082113435,-23.40947019995683,1993516.4098542007,NA,NA
FRMA,FR,MA,-12.773997732635316,-21.140769115631645,1670314.4653725277,NA,NA
FRMK,FR,MK,-15.211315156022266,-24.227109537873446,1664434.0438108437,NA,0.8064544887224747
FRMX,FR,MX,-15.587761036468212,-22.744913064834574,9210557.431219436,NA,0.7491307836319872
FRMY,FR,MY,-14.56227694869736,-21.48461558161312,11379077.160489496,NA,NA
FRNL,FR,NL,-13.858350554947204,-19.71984446847228,772915.8200673087,NA,0.8549523045377553
FRNO,FR,NO,-14.953363835499843,-21.12173610941409,1853135.6723489503,NA,0.8611036819113845
FRNZ,FR,NZ,-15.593173342499298,-23.155486454111717,19257956.201699384,NA,0.8161718819648747
FROM,FR,OM,-15.49677816352996,-23.303375316840295,5673654.002873545,NA,NA
FRPE,FR,PE,-15.617620082188061,-24.30939141060434,9908270.567810588,NA,0.7491307836319872
FRPH,FR,PH,-14.116523590704348,-22.823790646058846,11151142.452542916,NA,0.8161718819648747
FRPK,FR,PK,-15.178143404600712,-23.04478248848452,6032946.418469636,NA,0.8245520192564856
FRPL,FR,PL,-13.959715125610785,-20.99735997816417,1469106.717069931,NA,0.8397967370954801
FRPT,FR,PT,-15.766331680373542,-21.189015871116784,1090155.8967744745,NA,0.7019702237674957
FRQA,FR,QA,-13.728478569853145,-22.240330779614638,4901575.254636605,NA,NA
FRRO,FR,RO,-13.852694311044468,-22.077075157107956,1772346.3660154615,NA,0.7033074797182848
FRRS,FR,RS,-15.225556167320901,NA,1508355.1858233404,NA,0.80770259427654445
FRRU,FR,RU,-10.894662499451771,-21.554546054477765,6114383.1919597555,NA,0.8594989747704377
FRSA,FR,SA,-12.692175318831811,-21.128065280128453,4468600.89335261,NA,NA
FRSE,FR,SE,-15.442858877201456,-21.02089248452067,1965277.7485135875,NA,0.8529018454132121
FRSG,FR,SG,-13.606705265701345,-20.52517715807489,10817198.212534895,NA,0.8161718819648747
FRSI,FR,SI,-15.845662323189242,-20.88736767813071,1015076.8509438329,NA,0.8069002407060711
FRSK,FR,SK,-15.258946568894709,-20.6717439801637,1349999.9344625901,NA,0.8196487474369261
FRTH,FR,TH,-15.283311847067722,-22.477911133544456,9426040.339431822,NA,0.879736114825711
FRTR,FR,TR,-12.94669573757147,-21.70848791457734,2786076.5418858896,NA,0.885798341802621
FRTW,FR,TW,-15.270452086377862,-21.523938521485096,10114935.648343101,NA,0.9101364001069805
FRUA,FR,UA,-11.004655173379593,-21.78063970786822,2265598.327490256,NA,0.8378354283676562
FRUS,FR,US,-12.049221985706948,-21.28694867270566,7650860.168381541,NA,0.8161718819648747
FRVN,FR,VN,-14.72192250725639,-22.638631992949957,9902335.582094176,NA,0.9130783631987163
FRZA,FR,ZA,-15.049563490476297,-21.969149588804587,8800070.40555901,NA,0.8161718819648747
GBGR,GB,GR,-13.421651687504244,-22.258046337410644,2573528.4392527346,NA,0.85557635731479
GBHK,GB,HK,-15.03689276395946,NA,NA,0,0
GBHR,GB,HR,-15.047386415895431,-22.63235297358426,1707738.563722529,NA,0.7687438709102256
GBHU,GB,HU,-14.823546374762529,-21.77675005570425,1857553.425791941,196.02334345368018,0.8892752072746724
GBID,GB,ID,-14.911258611552924,-22.281235416730777,12629171.48447701,178.79355121436967,0.8754568957831862
GBIE,GB,IE,-13.052122531575293,-19.32362486945689,287251.95023462275,0,0
GBIL,GB,IL,-12.560695588320673,-21.17412632627019,3957891.2087662816,155.84136779784353,NA
GBIN,GB,IN,-14.230355249933503,-21.737639669706876,7648651.934610002,142.65460625566817,0.8573593652491753
GBIQ,GB,IQ,-12.491888415021496,-22.997436250386407,4408627.993326357,156.59282004870923,NA
GBIT,GB,IT,-13.760993568896959,-20.367085001327016,1749917.2208201266,130.6380977293918,0.8045823303913703
GBJO,GB,JO,-13.510063260485719,-23.61490111339628,4076288.2442312744,156.59282004870923,NA
GBJP,GB,JP,-13.88604169664768,-21.20114370205428,9374700.125872558,158.12058072706304,0.8913256663992155
GBKH,GB,KH,-16.808701830908888,-23.98954878733203,10047266.343255823,171.81279788157724,0.8977444949630026
GBKR,GB,KR,-14.240631824419637,-21.342635376364772,8891442.784987899,151.05295046335434,0.8822323259338504
GBKW,GB,KW,-14.35480037464999,-21.71467900430688,4936896.05341174,156.59282004870923,NA
GBKZ,GB,KZ,-14.050830068209095,-22.346708944262286,4866622.210071,150.84742633205883,0.8834804314879201
GBLT,GB,LT,-13.487195466564142,-22.42096190876871,1789061.0649246122,156.59440164317573,0.8518320406525809
GBLV,GB,LV,-14.074474280924544,-22.50650911994022,1844129.7439780454,147.3391846908438,NA
GBMA,GB,MA,-14.502628589473243,-22.84208493070292,2450321.094732802,156.59282004870923,NA
GBMK,GB,MK,-15.810728303435429,-23.205971788376374,2344198.3868772853,149.73802994724304,0.8036016760274584
GBMX,GB,MX,-15.82144027053104,-22.851177428839392,8467607.32670165,143.3610265111319,0.8321298029776233
GBMY,GB,MY,-14.074730474241083,-20.95970116264645,11477555.136116292,NA,NA
GBNL,GB,NL,-14.809208231546119,-19.51573641313949,669922.3977708671,NA,0.5849157528751002
GBNO,GB,NO,-15.163524700194138,-20.02432709599568,1209581.724441285,151.996245195928,0.6033698849959883
GBNZ,GB,NZ,-14.214091371427168,-21.703452360327454,18693535.91863845,0,0
GBOM,GB,OM,-14.890292716345025,-22.471773605594397,6258711.659840275,156.59282004870923,NA
GBPE,GB,PE,-17.671314695100115,-23.95015591379955,9773825.487376615,143.3610265111319,0.8321298029776233
GBPH,GB,PH,-15.663884192528576,-22.290601074341495,11009090.701184575,0,0
GBPK,GB,PK,-14.031739955853334,-22.303866367231006,6343849.089221265,152.64404428355306,0.848176874387091
GBPL,GB,PL,-13.403414588398691,-21.121057090514313,1615220.0140823936,149.72593886723124,0.8471070696264598
GBPT,GB,PT,-15.359256364137268,-21.630215882071944,1642040.7090277642,142.1286442918744,0.8577159668360523
GBQA,GB,QA,-14.608247218744784,-21.710166035050143,5499898.010169178,156.59282004870923,NA
GBRO,GB,RO,-13.384198037786867,-22.68809142470892,2237896.708270374,150.89471534217884,0.7723990371757155
GBRS,GB,RS,-15.13747712661894,NA,2121438.161388358,NA,0.7687438709102256
GBRU,GB,RU,-12.11236257155774,-21.92153947784616,5675571.8474060595,118.52280309371879,0.7918338236605152
GBSA,GB,SA,-13.165080353494158,-21.461320807448725,5149547.4172406625,156.59282004870923,NA
GBSE,GB,SE,-14.35688575062063,-20.479890638029453,1422450.471741054,139.79488230792103,0.5828652937505572
GBSG,GB,SG,-14.035258264203454,-20.31448974609451,11045835.846984524,0,0
GBSI,GB,SI,-16.060339925990483,-22.104144279325805,1609359.2443843142,149.86605120823214,0.7932602300080236
GBSK,GB,SK,-14.96627314565623,-21.10495639269162,1729186.0978361147,NA,0.80770259427654445
GBTH,GB,TH,-14.709817912656987,-22.096135578940427,9558899.328895325,196.374499309317,0.8666310065079789
GBTR,GB,TR,-13.055015204311106,-21.697343851151842,3353642.726066438,169.3507760323158,0.905233128287421
GBTW,GB,TW,-15.196145160094666,-21.137487448887516,9884392.919461325,184.7160336687225,0.9096906481233842
GBUA,GB,UA,-13.179413807636479,-22.14816458722069,2526797.1743496587,148.8808647331636,0.8524560934296158
GBUS,GB,US,-12.133670821028549,-20.875181550361233,6810054.563225357,0,0
GBVN,GB,VN,-14.013333505235058,-22.6716967534557,9921171.458822796,188.3424006882271,0.9254702683426941
GBZA,GB,ZA,-14.870619287368022,-20.764735423930677,9786982.62984886,0,0
GRHR,GR,HR,-13.494943625369366,-22.018295159130364,870936.3036196862,NA,0.8597664259605955
GRHU,GR,HU,-12.54028286626191,-22.488887774935023,905232.497385145,NA,0.8898992600517072
GRID,GR,ID,-18.01560050052429,-24.519719410471975,11060432.858465,NA,0.8743870910225551
GRIE,GR,IE,-13.622688675729432,-22.19842397563917,2762872.9776622537,NA,0.85557635731479
GRIL,GR,IL,-12.284785928796492,-22.04593563021452,1426135.765106331,NA,NA
GRIN,GR,IN,-19.570042567239142,-24.72750775516751,5637880.568945236,NA,0.8559329589016671
GRIQ,GR,IQ,-14.738762519945565,-21.88807408856272,2084611.1799050106,NA,NA
GRIT,GR,IT,-13.32177562971648,-21.178827009762674,880581.0322576442,NA,0.81795488989926
GRJO,GR,JO,-14.269406347646326,-23.74069512977816,1553587.5326080164,NA,NA
GRJP,GR,JP,-16.342658572671432,-23.543569911035586,9416460.714559454,NA,0.9051439778907016
GRKR,GR,KR,-13.364739330889046,-22.26578656660604,8650563.140152093,NA,0.8870464473566907
GRKW,GR,KW,-15.324330542722425,-23.556632784966716,2582884.0875662607,NA,NA
GRLT,GR,LT,-12.60134657929195,-24.02244331150717,1898197.9690810638,NA,0.8651154497637515
GRLV,GR,LV,-12.172355089465446,-24.93353149208742,2015689.121000677,NA,NA
GRMA,GR,MA,-15.656022594283117,-24.18881456466065,2556944.8285933533,NA,NA
GRMK,GR,MK,-11.904630279349101,-20.166330448053383,315405.18680777895,NA,0.8542391013640009
GRMX,GR,MX,-18.009039995773502,-26.019197964138353,11005769.480104312,NA,0.839083533921726
GRNL,GR,NL,-11.64473123891244,-21.32508820887545,1953329.718409083,NA,0.8822323259338504
GRNO,GR,NO,-14.38983240986916,-23.01297019785251,2687515.057576917,NA,0.8598555763573148
GRPE,GR,PE,-16.435837419600798,NA,11406036.80364412,NA,0.839083533921726
GRPH,GR,PH,-17.838842522925805,-25.40877811298479,9954492.940989435,NA,0.85557635731479
GRPK,GR,PK,-16.677051649852242,-24.41156941117615,4463094.348805076,NA,0.8459481144691093
GRPL,GR,PL,-13.192413151042947,-22.873321160925176,1455394.335655584,NA,0.8594098243737185
GRPT,GR,PT,-13.304729007301123,-23.458357069301343,2574720.5747609427,NA,0.8039582776143355
GRQA,GR,QA,-14.991890661004879,-24.124581198294965,3117137.8140002233,NA,NA
GRRO,GR,RO,-14.03686768380101,-22.073999189605203,817044.541485006,NA,0.8052955335651243
GRRS,GR,RS,-13.014356975585967,NA,562793.9141877758,NA,0.8597664259605955
GRRU,GR,RU,-11.639391131820581,-22.546657489334557,5706163.797075266,NA,0.8737630382455203
GRSA,GR,SA,-15.857456831054833,-22.004009552115793,2659737.842694553,NA,NA
GRSE,GR,SE,-14.893786942883875,-22.36507353865271,2604382.896492138,NA,0.896585539805652
GRSI,GR,SI,-14.56999230434919,-21.3830799150849,981316.1685551801,NA,0.8645805473834359
GRSK,GR,SK,-13.711425154930625,-21.768510016837354,1094488.1750481946,NA,0.8688597664259605
GRTH,GR,TH,-17.083202553012953,-24.411672613314497,7948259.446104935,NA,0.849870731924757
GRTR,GR,TR,-12.48554566113997,-22.375986577982623,1115610.8711040139,NA,0.8907907640188999
GRUA,GR,UA,-14.137686697769647,-21.563238268311302,1368739.9399149776,NA,0.8503164839083533
GRUS,GR,US,-13.220823248921088,-24.382697268138543,9383413.478153005,NA,0.85557635731479
GRVN,GR,VN,-17.084361349607924,-24.60828342923465,8542095.070258753,NA,0.8566461620754212
HKID,HK,ID,-16.210123100008317,NA,NA,178.79355121436967,0.8754568957831862
HKIL,HK,IL,-13.20397101378409,NA,NA,155.84136779784353,NA
HKIN,HK,IN,-18.120240525480032,NA,NA,142.65460625566817,0.8573593652491753
HKJP,HK,JP,-16.516579147941705,NA,NA,158.12058072706304,0.8913256663992155
HKKH,HK,KH,-15.558161274779051,NA,NA,171.81279788157724,0.8977444949630026
HKKR,HK,KR,-16.746816339660736,NA,NA,151.05295046335434,0.8822323259338504
HKMX,HK,MX,-17.981228938302333,NA,NA,143.3610265111319,0.8321298029776233
HKMY,HK,MY,-14.352932630541211,NA,NA,NA,NA
HKNZ,HK,NZ,-15.571599584364549,NA,NA,0,0
HKPH,HK,PH,-17.112638090699846,NA,NA,0,0
HKSG,HK,SG,-14.420261871102328,NA,NA,0,0
HKTH,HK,TH,-15.090041820939105,NA,NA,196.374499309317,0.8666310065079789
HKTR,HK,TR,-17.58314775992898,NA,NA,169.3507760323158,0.905233128287421
HKTW,HK,TW,-13.902874706056194,NA,NA,184.7160336687225,0.9096906481233842
HKUS,HK,US,-15.75993014379443,NA,NA,0,0
HKVN,HK,VN,-17.04917588696688,NA,NA,188.3424006882271,0.9254702683426941
HKZA,HK,ZA,-17.23022728998535,NA,NA,0,0
HRHU,HR,HU,-11.202008534913999,-20.05885834376102,402865.8297436558,NA,0.8546848533475975
HRIE,HR,IE,-13.854426630702282,-22.08735613187886,1910413.529790504,NA,0.7687438709102256
HRIL,HR,IL,-13.397932222153338,-23.321744652169855,2256348.1028237734,NA,NA
HRIN,HR,IN,-20.258178445575144,-25.267506098919757,6237852.217521725,NA,0.8084157974502987
HRIQ,HR,IQ,-13.237645101200654,-24.010686283262036,2789391.5790003045,NA,NA
HRIT,HR,IT,-14.71416465996416,-20.19824095665579,336211.38427394413,NA,0.7955781403227243
HRJO,HR,JO,-14.96151584474353,-25.649974029511146,2377681.8960046764,NA,NA
HRJP,HR,JP,-15.326342889477996,-23.781401502916257,9313418.425243465,NA,0.9252919675492557
HRKR,HR,KR,-14.035487052934116,-23.464210840021366,8631100.721621169,NA,0.8623517874654543
HRKW,HR,KW,-15.103830668793234,-26.369136032464898,3311981.418573353,NA,NA
