all_codes,country_code_2,country_code_1,log_normalized_n_events_all,log_normalized_mean_imports_dollars,centroid_dist_meters,wals_euclidean_dist,asjp_dist,country_name_1,country_name_2,cont_order_1,cont_order_2
BYFI,BY,FI,-15.834844480877313,-21.957379918715162,1229874.867863514,152.8453984389459,0.8032450744405812,Finland,Belarus,4,4
BYFR,BY,FR,-13.327848119221308,-22.68406351168039,2020609.3197793325,NA,0.836765623607025,France,Belarus,4,4
BYGB,BY,GB,-17.422066416615028,-22.785553558288548,2103718.3321183943,194.1888537781997,0.8062761879290362,United Kingdom of Great Britain and Northern Ireland,Belarus,4,4
BYGR,BY,GR,-15.037585132183455,-23.693892914761115,1624645.6227883622,NA,0.8882054025140411,Greece,Belarus,4,4
BYHR,BY,HR,-15.072161174041115,-22.674115611063684,1258031.6695443762,NA,0.4916644379067487,Croatia,Belarus,4,4
BYHU,BY,HU,-15.686657648548799,-21.673729186807222,878584.1634808271,212.2453672290939,0.8626192386556121,Hungary,Belarus,4,4
BYIL,BY,IL,-15.992475907111324,-23.240151441119394,2454523.7861610884,169.53735194535543,NA,Israel,Belarus,3,4
BYIN,BY,IN,-17.217727477657366,-24.66748787464542,5554500.3007955775,176.5258801182734,0.8277614335383792,India,Belarus,3,4
BYIQ,BY,IQ,-14.950044491360291,-25.717241879260925,2566290.1791782365,132.5023519190366,NA,Iraq,Belarus,3,4
BYIT,BY,IT,-15.519486450034975,-22.185404888443383,1594174.3548705906,172.1059538048915,0.8172416867255059,Italy,Belarus,4,4
BYJP,BY,JP,-13.701465732368447,-24.543431642071873,8055957.619560619,167.10973007574452,0.9133458143888741,Japan,Belarus,3,4
BYKR,BY,KR,-17.194886320537307,-23.9252113121034,7384966.692254347,156.9583487211888,0.8753677453864669,Republic of Korea,Belarus,3,4
BYKZ,BY,KZ,-12.638821802303848,-21.257415531269675,2847564.8358248863,132.3437559132932,0.8939110279040742,Kazakhstan,Belarus,3,4
BYLT,BY,LT,-12.650287362249555,-20.088523925286175,422215.0456271995,143.97311711206237,0.8299010430596416,Lithuania,Belarus,4,4
BYLV,BY,LV,-11.620087683509295,-20.348044494996735,484615.7203463301,166.55643563104553,NA,Latvia,Belarus,4,4
BYNO,BY,NO,-15.816813380317166,-22.275563607076215,1461542.5864228604,141.05808383782394,0.8308816974235536,Norway,Belarus,4,4
BYPK,BY,PK,-14.377167651173762,-24.228831957897686,4244370.3002571035,134.0820374153441,0.8269590799679059,Pakistan,Belarus,3,4
BYPL,BY,PL,-15.492646121226853,-20.72045629099217,553134.2418691787,142.6459962062384,0.5063742533654274,Poland,Belarus,4,4
BYQA,BY,QA,-15.183683887113707,NA,3623723.986407425,132.5023519190366,NA,Qatar,Belarus,3,4
BYRO,BY,RO,-15.871428802356805,-22.77812160389755,808668.3229058742,131.41295978916503,0.8158152803779977,Romania,Belarus,4,4
BYRS,BY,RS,-14.437667814731286,NA,1125841.8015459913,NA,0.4916644379067487,Serbia,Belarus,4,4
BYRU,BY,RU,-12.371780914573952,-19.25484504115338,4265102.4972501015,192.8815161417386,0.457163234376393,Russian Federation,Belarus,4,4
BYSE,BY,SE,-14.583110750351256,-22.158505445731898,1263356.4337684384,152.8453984389459,0.8032450744405812,Sweden,Belarus,4,4
BYSK,BY,SK,-15.139578123848075,-21.704162423576506,767136.2076606663,NA,0.4259605955246501,Slovakia,Belarus,4,4
BYTH,BY,TH,-17.068028668012612,-23.940966466462505,7488826.50338032,187.6970713784028,0.8892752072746724,Thailand,Belarus,3,4
BYTR,BY,TR,-17.20557910994957,-22.958613833712754,1639391.0522895681,174.9658673766645,0.84585896407239,Turkey,Belarus,3,4
BYTW,BY,TW,-16.61901683731802,-23.515727730868324,8101703.693444244,178.71232808893086,0.8890969064812339,"Taiwan, Province of China",Belarus,3,4
BYUA,BY,UA,-12.221353047629773,-19.26144993829349,525927.7574056793,134.48715970067462,0.42899170901310507,Ukraine,Belarus,4,4
BYUS,BY,US,-15.725683409867683,-24.256481889645666,8498598.072022682,194.1888537781997,0.8062761879290362,United States of America,Belarus,2,4
BYVN,BY,VN,-15.894360809481917,-23.065918272759546,7911609.586730988,182.62051271973053,0.9004190068645805,Viet Nam,Belarus,3,4
CACH,CA,CH,-15.384627877932875,-21.772979774778822,6297665.134075802,150.1034955562486,0.6117500222875992,Switzerland,Canada,4,2
CACL,CA,CL,-16.39208622109395,-22.269318732274847,10277585.704003977,143.3610265111319,0.8321298029776233,Chile,Canada,2,2
CACO,CA,CO,-16.83394033324666,-22.77334394614071,6560161.737057986,143.3610265111319,0.8321298029776233,Colombia,Canada,2,2
CACZ,CA,CZ,-16.25229165393045,-22.340686737331943,6340916.145380511,NA,0.8008380137291611,Czech Republic,Canada,4,2
CADE,CA,DE,-14.56137303774712,-21.187911490690084,5998854.819208895,150.1034955562486,0.6117500222875992,Germany,Canada,4,2
CADK,CA,DK,-15.729520574812438,-22.387250414315105,5581671.615204769,208.1559704949568,0.5957921012748506,Denmark,Canada,4,2
CADZ,CA,DZ,-17.435066755663026,-21.164979594097332,7822932.751777585,156.59282004870923,NA,Algeria,Canada,1,2
CAEE,CA,EE,-14.924217721494008,-24.795622974692154,5867531.674614518,NA,0.9048765267005437,Estonia,Canada,4,2
CAEG,CA,EG,-14.110669219632037,-23.698334774246188,9178834.280764312,156.59282004870923,NA,Egypt,Canada,1,2
CAFR,CA,FR,-13.893786750458075,-21.434888729249902,6114383.191959756,NA,0.8161718819648747,France,Canada,4,2
CAGB,CA,GB,-13.702997980631627,-20.42383309074863,5158588.861348806,0,0,United Kingdom of Great Britain and Northern Ireland,Canada,4,2
CAGR,CA,GR,-15.561999764021555,-23.923646858630832,7652219.632076655,NA,0.85557635731479,Greece,Canada,4,2
CAHK,CA,HK,-15.161005225451607,NA,NA,0,0,Hong Kong,Canada,3,2
CAHU,CA,HU,-16.523502468478732,-23.85180373024367,6797217.462411346,196.02334345368018,0.8892752072746724,Hungary,Canada,4,2
CAID,CA,ID,-16.444632675999824,-22.510908040657675,13200722.46169098,178.79355121436967,0.8754568957831862,Indonesia,Canada,3,2
CAIE,CA,IE,-15.558283368719156,-22.112584728363466,5054020.366024829,0,0,Ireland,Canada,4,2
CAIL,CA,IL,-13.48582871435221,-22.32951221782164,8901904.622041782,155.84136779784353,NA,Israel,Canada,3,2
CAIN,CA,IN,-15.043175606658139,-22.84998977990216,11109274.273630321,142.65460625566817,0.8573593652491753,India,Canada,3,2
CAIQ,CA,IQ,-12.56095158037649,-22.416396336036296,9055559.050044207,156.59282004870923,NA,Iraq,Canada,3,2
CAIT,CA,IT,-15.90485040769197,-21.473304827511438,6894978.252960403,130.6380977293918,0.8045823303913703,Italy,Canada,4,2
CAJO,CA,JO,-13.868181683194614,-25.219556679529937,8998643.685560001,156.59282004870923,NA,Jordan,Canada,3,2
CAJP,CA,JP,-14.792353361289303,-20.53111643722017,8266582.962440761,158.12058072706304,0.8913256663992155,Japan,Canada,3,2
CAKH,CA,KH,-15.440990939111414,-23.84459713111211,11696432.23063313,171.81279788157724,0.8977444949630026,Cambodia,Canada,3,2
CAKR,CA,KR,-14.357063692483738,-20.821104452421206,8528487.029992623,151.05295046335434,0.8822323259338504,Republic of Korea,Canada,3,2
CAKW,CA,KW,-15.052259490004761,-23.854423609787293,9536717.470099756,156.59282004870923,NA,Kuwait,Canada,3,2
CAKZ,CA,KZ,-16.69202673201622,-21.786005235698028,7927889.474744561,150.84742633205883,0.8834804314879201,Kazakhstan,Canada,3,2
CALT,CA,LT,-13.869163719839579,-23.649394416609148,6086739.4957263805,156.59440164317573,0.8518320406525809,Lithuania,Canada,4,2
CALV,CA,LV,-14.484325706311665,-25.621377432033924,6024882.148373007,147.3391846908438,NA,Latvia,Canada,4,2
CAMA,CA,MA,-17.34806560683744,-23.108539635730686,7030776.547718821,156.59282004870923,NA,Morocco,Canada,1,2
CAMX,CA,MX,-15.574878477928552,-20.467996311190532,4145468.6441505123,143.3610265111319,0.8321298029776233,Mexico,Canada,2,2
CAMY,CA,MY,-15.919853288042011,-21.500521765686727,12651921.651977407,NA,NA,Malaysia,Canada,3,2
CANL,CA,NL,-15.688230390614086,-21.48695374540713,5712022.970197667,NA,0.5849157528751002,Netherlands,Canada,4,2
CANO,CA,NO,-15.209463641057761,-21.102867232483575,5073581.607275045,151.996245195928,0.6033698849959883,Norway,Canada,4,2
CANZ,CA,NZ,-15.295554007281432,-22.706373975980146,13961052.16348044,0,0,New Zealand,Canada,5,2
CAOM,CA,OM,-16.770076298484767,-24.450759737961427,10693270.178692622,156.59282004870923,NA,Oman,Canada,3,2
CAPE,CA,PE,-15.918803428576553,-22.219932569448716,7992809.012882527,143.3610265111319,0.8321298029776233,Peru,Canada,2,2
CAPH,CA,PH,-13.610893517719672,-22.454941971740954,11232125.409221912,0,0,Philippines,Canada,3,2
CAPK,CA,PK,-16.632567546132496,-23.271806616335272,9936714.220186949,152.64404428355306,0.848176874387091,Pakistan,Canada,3,2
CAPL,CA,PL,-15.47594063016373,-23.164223569237688,6323480.6741442755,149.72593886723124,0.8471070696264598,Poland,Canada,4,2
CAQA,CA,QA,-15.824922610697744,-24.022918302034483,10061623.049247868,156.59282004870923,NA,Qatar,Canada,3,2
CARO,CA,RO,-15.908541240463192,-24.030320449834353,7083880.938369134,150.89471534217884,0.7723990371757155,Romania,Canada,4,2
CARU,CA,RU,-14.50597779675347,-22.834028439654062,6607610.852800052,118.52280309371879,0.7918338236605152,Russian Federation,Canada,4,2
CASA,CA,SA,-13.549576485404668,-22.295552813014584,9930532.586899295,156.59282004870923,NA,Saudi Arabia,Canada,3,2
CASG,CA,SG,-15.125667462345646,-21.474544436202365,12993357.621549925,0,0,Singapore,Canada,3,2
CASI,CA,SI,-16.735528708656325,-23.327443276486655,6673725.157308485,149.86605120823214,0.7932602300080236,Slovenia,Canada,4,2
CATH,CA,TH,-15.886030118800084,-22.182209531011594,11565318.71921851,196.374499309317,0.8666310065079789,Thailand,Canada,3,2
CATR,CA,TR,-15.722995217088288,-23.099179154119035,8132542.968714719,169.3507760323158,0.905233128287421,Turkey,Canada,3,2
CATW,CA,TW,-14.994421282288492,-21.011179742443424,10098806.074625345,184.7160336687225,0.9096906481233842,"Taiwan, Province of China",Canada,3,2
CAUA,CA,UA,-12.788958771330128,-23.143481793469597,7029924.231756639,148.8808647331636,0.8524560934296158,Ukraine,Canada,4,2
CAUS,CA,US,-13.184479283542673,-18.844474133586584,2252702.689371166,0,0,United States of America,Canada,2,2
CAVN,CA,VN,-15.970744796494742,-22.94558792917745,11290981.42647768,188.3424006882271,0.9254702683426941,Viet Nam,Canada,3,2
CAZA,CA,ZA,-15.166125915362764,-22.59303272218117,14637273.432420218,0,0,South Africa,Canada,1,2
CHCL,CH,CL,-15.672983248724147,-23.865921217924182,11650019.724980969,160.22523713848832,0.8289203886957297,Chile,Switzerland,2,4
CHCO,CH,CO,-17.12712157747901,-23.401713087563575,8934641.762106558,160.22523713848832,0.8289203886957297,Colombia,Switzerland,2,4
CHCZ,CH,CZ,-16.054445908073653,-19.799161466666924,601000.352979015,NA,0.8283854863154141,Czech Republic,Switzerland,4,4
CHDE,CH,DE,-13.96007448143084,-19.653170240535363,532776.8733014135,0,0,Germany,Switzerland,4,4
CHDZ,CH,DZ,-15.114737512552882,-22.07531297344383,2159512.0273075793,26.158017745560464,NA,Algeria,Switzerland,1,4
CHEE,CH,EE,-15.361715762981511,-23.14200447196834,1788173.028638338,NA,0.8632432914326469,Estonia,Switzerland,4,4
CHEG,CH,EG,-15.390452528314606,-22.982737083567894,2942661.715613007,26.158017745560464,NA,Egypt,Switzerland,1,4
CHES,CH,ES,-16.747023619396145,-21.346823182479078,1241038.2314578027,160.22523713848832,0.8289203886957297,Spain,Switzerland,4,4
CHFI,CH,FI,-15.732341401229814,-21.32336760971013,2189175.268227369,80.72117929905873,0.5778728715342782,Finland,Switzerland,4,4
CHFR,CH,FR,-13.493934915057054,-20.26472811890108,472916.2310358422,NA,0.8534367477935277,France,Switzerland,4,4
CHGB,CH,GB,-14.069738127813823,-20.61499041736997,1150110.6972951044,150.1034955562486,0.6117500222875992,United Kingdom of Great Britain and Northern Ireland,Switzerland,4,4
CHGR,CH,GR,-14.04648856628482,-22.251679960737945,1442769.8100639803,NA,0.8625300882588928,Greece,Switzerland,4,4
CHHK,CH,HK,-15.847790783181697,NA,NA,150.1034955562486,0.6117500222875992,Hong Kong,Switzerland,3,4
CHHR,CH,HR,-14.556389723972359,-21.30850068415806,613702.2688816013,NA,0.8200053490238032,Croatia,Switzerland,4,4
CHID,CH,ID,-17.445986931524946,-23.321571229130665,12084527.77409706,138.87528931623697,0.8983685477400374,Indonesia,Switzerland,3,4
CHIE,CH,IE,-14.58978716319919,-20.26364315258472,1321193.4027333015,150.1034955562486,0.6117500222875992,Ireland,Switzerland,4,4
CHIL,CH,IL,-13.959681647734808,-20.163209074262852,2856189.43070509,101.87597425797114,NA,Israel,Switzerland,3,4
CHIN,CH,IN,-17.147570148115268,-21.568941320137206,6826930.784740592,121.04028125031165,0.8378354283676562,India,Switzerland,3,4
CHIQ,CH,IQ,-15.546679236834853,-23.37869516816761,3402405.209417328,26.158017745560464,NA,Iraq,Switzerland,3,4
CHIT,CH,IT,-14.350104393368595,-20.0975138389297,600007.0374437127,105.33957286180707,0.769902826067576,Italy,Switzerland,4,4
CHJO,CH,JO,-15.216656215610747,-22.990103803781683,2979843.7537798034,26.158017745560464,NA,Jordan,Switzerland,3,4
CHJP,CH,JP,-16.523868037777472,-21.84672764421038,9538524.512206733,147.12929960526483,0.8882945529107604,Japan,Switzerland,3,4
CHKH,CH,KH,-15.887868150956333,-23.95059608263053,9485339.255361903,89.44574491044715,0.8711776767406615,Cambodia,Switzerland,3,4
CHKR,CH,KR,-13.855378369396604,-21.984743431358677,8916670.910246985,135.20870887329363,0.9332263528572703,Republic of Korea,Switzerland,3,4
CHKW,CH,KW,-15.106611432470924,-22.266080823242227,3925511.858138887,26.158017745560464,NA,Kuwait,Switzerland,3,4
CHKZ,CH,KZ,-15.138368723495814,-21.312836504300193,4396617.258066594,25.342422092968192,0.8846393866452706,Kazakhstan,Switzerland,3,4
CHLT,CH,LT,-13.21824275881904,-23.062968812426554,1487853.900020864,62.66510596697005,0.8323972541677811,Lithuania,Switzerland,4,4
CHLV,CH,LV,-13.643984024675131,-22.982737897590013,1603146.7852216884,104.142004289147,NA,Latvia,Switzerland,4,4
CHMA,CH,MA,-16.153572079364377,-23.127056684980793,2002805.4942320134,26.158017745560464,NA,Morocco,Switzerland,1,4
CHMK,CH,MK,-15.446499078888817,-22.4736832220922,1250463.5366110809,11.360185653732751,0.7929036284211465,The former Yugoslav Republic of Macedonia,Switzerland,4,4
CHMY,CH,MY,-15.523776558995195,-21.432156211291577,10906231.016032035,NA,NA,Malaysia,Switzerland,3,4
CHNL,CH,NL,-15.091261710731688,-20.43908696749661,633200.4241644149,NA,0.5153784434340732,Netherlands,Switzerland,4,4
CHNO,CH,NO,-15.712344426922897,-21.756585340032412,1674592.1434978978,55.2410714909589,0.677543015066417,Norway,Switzerland,4,4
CHNZ,CH,NZ,-15.652898293063837,-22.86913747438333,18796810.303249743,150.1034955562486,0.6117500222875992,New Zealand,Switzerland,5,4
CHPK,CH,PK,-17.357472649593472,-22.86882926658156,5564540.266180692,34.03496717388132,0.838102879557814,Pakistan,Switzerland,3,4
CHPL,CH,PL,-16.272618097386097,-21.787387211457844,1028794.5075094999,59.552392496756084,0.8603013283409111,Poland,Switzerland,4,4
CHQA,CH,QA,-15.456122181564522,-22.163453556018506,4480800.264868728,26.158017745560464,NA,Qatar,Switzerland,3,4
CHRO,CH,RO,-16.51647504793623,-22.74254155867232,1304826.0670751277,20.134196413550395,0.786039047873763,Romania,Switzerland,4,4
CHRS,CH,RS,-14.240688354683734,NA,1066379.7318257764,NA,0.8200053490238032,Serbia,Switzerland,4,4
CHRU,CH,RU,-13.497057812956365,-22.897469265459343,5741461.386487216,145.1532214353731,0.8254435232236783,Russian Federation,Switzerland,4,4
CHSA,CH,SA,-14.756470097267412,-21.99408555371463,4075331.9514312604,26.158017745560464,NA,Saudi Arabia,Switzerland,3,4
CHSG,CH,SG,-14.242686565866073,-20.269157628423724,10347101.63037345,150.1034955562486,0.6117500222875992,Singapore,Switzerland,3,4
CHSI,CH,SI,-14.519126944639323,-20.93529362860453,554019.4748308109,10.048490232166595,0.800124810555407,Slovenia,Switzerland,4,4
CHSK,CH,SK,-15.036846030010441,-20.70574448617208,878253.2746183006,NA,0.8339128109120086,Slovakia,Switzerland,4,4
CHTH,CH,TH,-15.844950536402017,-21.622197189775964,8953132.842866112,136.4400590060447,0.8603013283409111,Thailand,Switzerland,3,4
CHTR,CH,TR,-14.88636444458621,-21.93923488565132,2346922.035881903,116.94910755988381,0.8769724525274137,Turkey,Switzerland,3,4
CHTW,CH,TW,-15.880376261356407,-21.489061373881526,9673984.52745926,123.89013320546847,0.9194971917625033,"Taiwan, Province of China",Switzerland,3,4
CHUA,CH,UA,-14.781568138800715,-21.491546218619607,1793871.1167154878,35.47989623890871,0.8416688954265846,Ukraine,Switzerland,4,4
CHUS,CH,US,-13.26566945905988,-22.167129070006034,7948124.906717694,150.1034955562486,0.6117500222875992,United States of America,Switzerland,2,4
CHVN,CH,VN,-15.960180470671146,-22.041488248297323,9432640.818769393,135.80912206980526,0.8467504680395828,Viet Nam,Switzerland,3,4
CHZA,CH,ZA,-15.993461588016796,-21.71761334719994,8760209.608705861,150.1034955562486,0.6117500222875992,South Africa,Switzerland,1,4
CLCO,CL,CO,-14.54422706642959,-22.44841371762894,3786363.206324697,0,0,Colombia,Chile,2,2
CLDE,CL,DE,-17.305559611123783,-22.89044701648829,12039956.299000576,160.22523713848832,0.8289203886957297,Germany,Chile,4,2
CLDZ,CL,DZ,-15.780004559698737,-26.302989949447035,10171641.827210262,166.39748513958506,NA,Algeria,Chile,1,2
CLEE,CL,EE,-16.054819266324603,-25.869661192988875,13233406.21966469,NA,0.8659178033342247,Estonia,Chile,4,2
CLES,CL,ES,-15.004182813612399,-22.597477391144167,10415585.637238834,0,0,Spain,Chile,4,2
CLFR,CL,FR,-14.691717427593412,-22.817691050939267,11197638.532156594,NA,0.7491307836319872,France,Chile,4,2
CLGB,CL,GB,-15.91471161326581,-23.088962353974782,11339595.784078034,143.3610265111319,0.8321298029776233,United Kingdom of Great Britain and Northern Ireland,Chile,4,2
CLGR,CL,GR,-15.77150904107972,-24.540284916995173,12298600.269833775,NA,0.839083533921726,Greece,Chile,4,2
CLHK,CL,HK,-15.633967376921179,NA,NA,143.3610265111319,0.8321298029776233,Hong Kong,Chile,3,2
CLHR,CL,HR,-15.29589180551561,-24.9897784423806,12078165.735831097,NA,0.8178657395025407,Croatia,Chile,4,2
CLIE,CL,IE,-15.825984451053344,-24.146555605881964,11061135.114111893,143.3610265111319,0.8321298029776233,Ireland,Chile,4,2
CLIL,CL,IL,-15.670149907921093,-23.684646619327893,13079569.052224103,165.19721308030353,NA,Israel,Chile,3,2
CLIN,CL,IN,-19.575361285228322,-23.75402019644037,16636242.731643867,152.6597149451405,0.8285637871088526,India,Chile,3,2
CLIT,CL,IT,-15.05405339483059,-22.590661011091054,11773838.703843206,145.24048083861365,0.5058393509851119,Italy,Chile,4,2
CLJP,CL,JP,-17.178853198175535,-22.208621134386608,17260095.310817633,174.24530966307245,0.8730498350717661,Japan,Chile,3,2
CLKR,CL,KR,-15.241978543457916,-21.4823914005422,18156016.117809035,165.30953271805566,0.910314700900419,Republic of Korea,Chile,3,2
CLKW,CL,KW,-15.727361211837005,-25.587579881855785,14193200.541912233,166.39748513958506,NA,Kuwait,Chile,3,2
CLLT,CL,LT,-13.53485034237158,-26.183566518670997,13043978.583532004,159.98652967384533,0.842471248997058,Lithuania,Chile,4,2
CLLV,CL,LV,-15.687054496396977,-26.02205840317107,13129682.581657838,179.95096285250608,NA,Latvia,Chile,4,2
CLMA,CL,MA,-17.0508689754961,NA,9803384.492241368,166.39748513958506,NA,Morocco,Chile,1,2
CLMX,CL,MX,-14.744412839781148,-22.592550345536218,6767553.474301863,0,0,Mexico,Chile,2,2
CLMY,CL,MY,-16.994024865609607,-22.95661305846282,16954005.5511621,NA,NA,Malaysia,Chile,3,2
CLNL,CL,NL,-15.275756923718442,-22.153075291875012,11801221.048368314,NA,0.8307925470268342,Netherlands,Chile,4,2
CLNO,CL,NO,-15.552283473743474,-23.862131551444662,12490258.881822024,164.44050145199418,0.81189266292235,Norway,Chile,4,2
CLNZ,CL,NZ,-15.517830841823145,-24.35202732145527,9619377.036075203,143.3610265111319,0.8321298029776233,New Zealand,Chile,5,2
CLPE,CL,PE,-13.21982920496142,-21.803066547357165,2286143.680873218,0,0,Peru,Chile,2,2
CLPH,CL,PH,-14.901600062857582,-24.24949250468307,17719402.38957041,143.3610265111319,0.8321298029776233,Philippines,Chile,3,2
CLPT,CL,PT,-15.367798374170894,-24.960052370298225,10112270.90648928,148.58768454288068,0.6058660961041276,Portugal,Chile,4,2
CLRU,CL,RU,-15.845737051474254,-25.723256048379078,16630533.9527744,114.37460238137807,0.8611928323081037,Russian Federation,Chile,4,2
CLTR,CL,TR,-17.29081025858957,-24.460374146114432,13354060.382937983,161.22674296390534,0.8764375501470981,Turkey,Chile,3,2
CLTW,CL,TW,-16.834065061887493,-21.74135984068517,18673910.26790308,190.07812831305262,0.8645805473834359,"Taiwan, Province of China",Chile,3,2
CLUA,CL,UA,-15.744415522277402,-23.603748016785236,13396435.602636257,159.31651701347855,0.8104662565748417,Ukraine,Chile,4,2
CLUS,CL,US,-14.81283439625902,-22.78375578441736,8279896.780935112,143.3610265111319,0.8321298029776233,United States of America,Chile,2,2
CLVN,CL,VN,-15.967783319596501,-23.855422174181168,18492995.780532677,182.38598249308777,0.882767228314166,Viet Nam,Chile,3,2
CLZA,CL,ZA,-17.3876289649511,-24.00633067117989,9002905.034743346,143.3610265111319,0.8321298029776233,South Africa,Chile,1,2
COCZ,CO,CZ,-17.172086549033214,-23.842149330768784,9463323.202584453,NA,0.8037799768208969,Czech Republic,Colombia,4,2
CODE,CO,DE,-16.584899917697538,-23.336965825627722,9150893.813175393,160.22523713848832,0.8289203886957297,Germany,Colombia,4,2
CODZ,CO,DZ,-14.559523493969044,-25.585009809786865,8336434.894505161,166.39748513958506,NA,Algeria,Colombia,1,2
COEG,CO,EG,-18.029296957048768,NA,10999300.249900296,166.39748513958506,NA,Egypt,Colombia,1,2
COES,CO,ES,-14.163461037785998,-23.07958650923392,7866297.205643369,0,0,Spain,Colombia,4,2
COFR,CO,FR,-14.716824424841846,-23.566354503889162,8465118.282474717,NA,0.7491307836319872,France,Colombia,4,2
COGB,CO,GB,-16.444020945753714,-23.541592298133825,8234665.047123061,143.3610265111319,0.8321298029776233,United Kingdom of Great Britain and Northern Ireland,Colombia,4,2
COGR,CO,GR,-16.4812162693328,NA,10083683.039462345,NA,0.839083533921726,Greece,Colombia,4,2
COHK,CO,HK,-17.109082527692998,NA,NA,143.3610265111319,0.8321298029776233,Hong Kong,Colombia,3,2
COHR,CO,HR,-15.805370643608091,-24.135068700723174,9507014.539026437,NA,0.8178657395025407,Croatia,Colombia,4,2
COHU,CO,HU,-17.158977638760852,-26.30486834787111,9844780.17116295,181.00843385821494,0.9013105108317732,Hungary,Colombia,4,2
COID,CO,ID,-17.918915292589805,-25.253938306425468,18701179.994675666,206.9324774269126,0.8756351965766247,Indonesia,Colombia,3,2
COIE,CO,IE,-15.562370149923336,-24.611050157908725,7948707.063113482,143.3610265111319,0.8321298029776233,Ireland,Colombia,4,2
COIL,CO,IL,-17.125798830885504,-22.991086760462068,11359607.962195603,165.19721308030353,NA,Israel,Colombia,3,2
COIN,CO,IN,-16.042781037259253,-24.033330498458113,15721525.66437587,152.6597149451405,0.8285637871088526,India,Colombia,3,2
COIT,CO,IT,-15.135811068203436,-23.477948046442634,9294534.107331779,145.24048083861365,0.5058393509851119,Italy,Colombia,4,2
COJP,CO,JP,-17.87397682869093,-23.646647469722712,14598603.790523795,174.24530966307245,0.8730498350717661,Japan,Colombia,3,2
COKR,CO,KR,-13.642116651890749,-23.241050566723203,15045345.314629216,165.30953271805566,0.910314700900419,Republic of Korea,Colombia,3,2
COMA,CO,MA,-17.505132573810993,-26.510571023775366,7618420.937686816,166.39748513958506,NA,Morocco,Colombia,1,2
COMX,CO,MX,-14.337119058989783,-22.639777781966014,3858855.603399939,0,0,Mexico,Colombia,2,2
CONL,CO,NL,-16.583159474428648,-22.66331945163549,8837202.918715311,NA,0.8307925470268342,Netherlands,Colombia,4,2
CONO,CO,NO,-14.993096078774629,-24.441445089080883,9208016.492340248,164.44050145199418,0.81189266292235,Norway,Colombia,4,2
COPE,CO,PE,-14.40047317439312,-22.355278725247484,1620362.262180807,0,0,Peru,Colombia,2,2
COPH,CO,PH,-15.920559632320815,-26.128293465220022,17592713.187279552,143.3610265111319,0.8321298029776233,Philippines,Colombia,3,2
COPK,CO,PK,-17.240679052160825,-25.89940343147882,14497464.691051092,160.2820044053088,0.8003922617455648,Pakistan,Colombia,3,2
CORU,CO,RU,-15.420520264561548,-25.755845595933764,12878659.642267687,114.37460238137807,0.8611928323081037,Russian Federation,Colombia,4,2
COSA,CO,SA,-17.027550323464553,-27.676330308706817,12511635.43553293,166.39748513958506,NA,Saudi Arabia,Colombia,3,2
COSE,CO,SE,-16.240991708367748,-23.841737170016124,9468904.90356572,154.97591079724694,0.8430953017740929,Sweden,Colombia,4,2
COTH,CO,TH,-16.948507161803263,-25.118349381359323,17745806.791756406,194.20987149930346,0.8541499509672819,Thailand,Colombia,3,2
COTR,CO,TR,-15.434114311441643,-24.977993774194253,11182020.719593,161.22674296390534,0.8764375501470981,Turkey,Colombia,3,2
COUS,CO,US,-13.690794167959101,-22.438601300694675,4801152.504786602,143.3610265111319,0.8321298029776233,United States of America,Colombia,2,2
COVN,CO,VN,-17.666264805414823,-25.12389733636551,17792490.24817302,182.38598249308777,0.882767228314166,Viet Nam,Colombia,3,2
CZDE,CZ,DE,-14.12714871409988,-18.228168639044664,372650.2296361574,NA,0.8283854863154141,Germany,Czech Republic,4,4
CZDK,CZ,DK,-14.404922136546714,-20.02047440363,772123.0455447858,NA,0.8414014442364268,Denmark,Czech Republic,4,4
CZDZ,CZ,DZ,-14.042387292271409,-22.535909612910476,2627455.899464328,NA,NA,Algeria,Czech Republic,1,4
CZEE,CZ,EE,-14.906616578290372,-21.61415464678271,1249168.7663223152,NA,0.8909690648123384,Estonia,Czech Republic,4,4
CZEG,CZ,EG,-14.828446315712936,-22.806413025762826,2838659.4259438156,NA,NA,Egypt,Czech Republic,1,4
CZES,CZ,ES,-16.79088664303536,-20.32054284964201,1841924.8430199071,NA,0.8037799768208969,Spain,Czech Republic,4,4
CZFR,CZ,FR,-14.498330337614712,-19.91757186107158,1054838.3035052523,NA,0.8225907105286618,France,Czech Republic,4,4
CZGB,CZ,GB,-15.356844453762882,-20.03098876991358,1383718.9458626558,NA,0.8008380137291611,United Kingdom of Great Britain and Northern Ireland,Czech Republic,4,4
CZGR,CZ,GR,-13.051216868628737,-21.294372010767596,1318545.1534127886,NA,0.8677899616653294,Greece,Czech Republic,4,4
CZHR,CZ,HR,-13.82279635199101,-20.69803418851413,511596.9302544977,NA,0.3897655344566283,Croatia,Czech Republic,4,4
CZHU,CZ,HU,-12.128470571949617,-18.805499247792444,479827.12882756564,NA,0.8679682624587679,Hungary,Czech Republic,4,4
CZID,CZ,ID,-18.015110065271823,-23.70415271072838,11519386.806982698,NA,0.8721583311045734,Indonesia,Czech Republic,3,4
CZIE,CZ,IE,-15.865597114755397,-20.518952126945432,1631047.861975254,NA,0.8008380137291611,Ireland,Czech Republic,4,4
